id,species,scientific,group,raritycode,pelagic,shorebird,passerine,waterfowl,perennial,vagrant,migrant,breeder,winter,X1.1,X1.2,X1.3,X1.4,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,X4.1,X4.2,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X6.1,X6.2,X6.3,X6.4,X7.1,X7.2,X7.3,X7.4,X8.1,X8.2,X8.3,X8.4,X9.1,X9.2,X9.3,X9.4,X10.1,X10.2,X10.3,X10.4,X11.1,X11.2,X11.3,X11.4,X12.1,X12.2,X12.3,X12.4,presence
199,Lapland Longspur,Calcarius lapponicus,Longspurs/Snowbuntings,1,0,0,1,0,0,1,0,0,0,0.001511559,0.001969979,0.001510194,0.014535666,0.018685567,0.003951268,0.001744862,0.00067668,0.003183699,0.009606584,0.002302821,0.001593081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000652742,0.000308928,0,0.007384202,0.005163511,0.006268657,0.006101938,0.003724928,0.005460218,0.003416856,0.002898551,0.002521201,0.002191119
200,Lark Bunting,Calamospiza melanocorys,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296384,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69604E-05
201,Lark Sparrow,Chondestes grammacus,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0.000745712,0.00029577,0.000960232,0.001751682,0.00128866,0,0.000775494,0.005938216,0.00222859,0.000639182,0.000287853,0,0,0,0,0,0,0.000167504,0,0,0.004,0,0,0,0,0,0,0,0.001335708,0.003773585,0.002803083,0.004201681,0.010064935,0.006203474,0.003852993,0.002283684,0.006853786,0.00154464,0.001078361,0.002908928,0.002151463,0.00119403,0.0028715,0.001146132,0.001560062,0.001708428,0.000828157,0.001375201,0.001642057
202,Laughing Gull,Leucophaeus atricilla,Gulls/Terns,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.000329272,0.000193874,0.007122948,0.008595989,0.038670502,0.083765112,0.127674101,0.23134115,0.320294118,0.359468258,0.388481675,0.394360831,0.421775544,0.468550593,0.41722006,0.349142857,0.32,0.374305127,0.366753472,0.441143498,0.481393975,0.54302512,0.526200873,0.556099733,0.528721174,0.542747022,0.501313025,0.492532468,0.480148883,0.47836396,0.48312611,0.410900783,0.365770775,0.346153846,0.307003804,0.200086059,0.154328358,0.122397703,0.077363897,0.033931357,0.010820046,0.004968944,0.002292001,0.26601831
203,Le Conte's Sparrow,Ammodramus leconteii,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0.000745712,0.00029577,0,0,0.00064433,0,0,0,0,0,0.000863558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745134,0.000718907,0.000760573,0.000359509,0.001492537,0.00143575,0.000573066,0,0,0.001656315,0.0004584,0.000223949
204,Leach's Storm-Petrel,Oceanodroma leucorhoa,Storm-Petrels,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455789,0.00045798,0.000571429,0.000588235,0.00123533,0,0,0,0,0.001091703,0,0.001257862,0.002102313,0.003789259,0.002922078,0.000620347,0,0.000253743,0,0,0,0.004027747,0,0.000298507,0,0,0,0,0,0,0.00040984
205,Least Bittern,Ixobrychus exilis,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571919,0.000294118,0.00081389,0.001675393,0.005524862,0.004355109,0.007064722,0.010075567,0.015428571,0.017058824,0.015441631,0.019097222,0.017376682,0.021264028,0.018706574,0.012736536,0.011130899,0.008805031,0.010511563,0.005252101,0.003896104,0.002791563,0.002667457,0.002283684,0.001305483,0.004324992,0.000359454,0.000447527,0,0,0,0,0,0.000569476,0,0,0.004621479
206,Least Flycatcher,Empidonax minimus,Tyrants,1,0,0,1,0,0,0,1,0,0,0.000186428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628272,0.004191275,0.006700168,0.010027347,0.004808793,0.001714286,0,0,0,0,0.000590667,0.001068947,0,0.00222618,0.012997904,0.031184303,0.050420168,0.052922078,0.052729529,0.038233551,0.022329358,0.007180157,0.001853568,0.000359454,0.001342582,0,0.000597015,0.001076813,0,0,0,0,0,0.006361851
207,Least Sandpiper,Calidris minutilla,Sandpiper/Allies,1,0,1,0,0,0,0,1,1,0,0.001491424,0.000591541,0.000755097,0.001345895,0.00064433,0.000329272,0.000775494,0.000309693,0.00031837,0.002237136,0.000575705,0.00295858,0.010294538,0.018235294,0.021703744,0.063664921,0.121165936,0.177554439,0.204421149,0.122051752,0.025714286,0.011176471,0.009882644,0.011284722,0.063340807,0.193148258,0.287546766,0.31441048,0.312110419,0.257861635,0.253328662,0.262605042,0.224350649,0.166253102,0.109365738,0.0713017,0.066579634,0.03429101,0.026599569,0.01812486,0.0116179,0.006865672,0.006460876,0.004011461,0.003120125,0.002277904,0.002484472,0.0002292,0.073078508
208,Least Tern,Sternula antillarum,Gulls/Terns,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857878,0.004117647,0.016614352,0.026596859,0.06458373,0.130653266,0.166362808,0.16418594,0.158857143,0.156470588,0.200741198,0.19140625,0.232623318,0.258121677,0.260823089,0.234352256,0.185663402,0.148427673,0.139453399,0.089023109,0.050324675,0.017679901,0.003556609,0.001474879,0,0,0,0,0,0,0,0,0,0,0,0,0.060478576
209,Lesser Black-backed Gull,Larus fuscus,Gulls/Terns,2,0,0,0,0,1,0,0,1,1,0.015100671,0.015084295,0.016360433,0.015612382,0.020618557,0.01712216,0.013958899,0.016104057,0.014645018,0.015020773,0.014104778,0.015248066,0.014583929,0.010882353,0.011665762,0.011308901,0.012383311,0.016917923,0.012989973,0.016029311,0.017142857,0.021764706,0.024088944,0.031684028,0.049327354,0.051978736,0.053981828,0.045123726,0.051202137,0.036477987,0.031534688,0.042542017,0.058441558,0.045595533,0.050088915,0.055823395,0.055156658,0.054989188,0.051761323,0.056612217,0.045611015,0.036716418,0.038406317,0.032091691,0.01599064,0.027334852,0.019461698,0.016960807,0.029450683
210,Lesser Scaup,Aythya affinis,Ducks,1,0,0,0,1,0,0,1,0,1,0.075503356,0.074534161,0.086332746,0.071601615,0.081829897,0.082318077,0.078518806,0.108082998,0.130531678,0.127516779,0.126655153,0.110377788,0.078352874,0.040294118,0.016820402,0.008167539,0.002095637,0.002680067,0.004785779,0.008014655,0.001142857,0.004117647,0.00123533,0.004774306,0.000560538,0.000590667,0,0.001819505,0.000890472,0.001677149,0.000350385,0.000787815,0.000324675,0.000620347,0.002074689,0.001776199,0.003263708,0.010812481,0.015097052,0.030655628,0.046901893,0.050149254,0.068916009,0.059312321,0.067472699,0.080865604,0.065838509,0.05111162,0.039336531
211,Lesser Yellowlegs,Tringa flavipes,Sandpiper/Allies,1,0,1,0,0,0,0,1,1,0,0.006711409,0.004732328,0.007047571,0.006729475,0.00128866,0.001646362,0.00484684,0.008981109,0.013053168,0.023649728,0.037420841,0.05416477,0.084358021,0.096470588,0.100108519,0.119371728,0.124595161,0.113065327,0.083637192,0.038241356,0.018285714,0.008235294,0.007411983,0.02734375,0.068946188,0.157117543,0.230892571,0.266739447,0.267586821,0.225995807,0.228100911,0.209821429,0.194155844,0.168424318,0.142857143,0.117482872,0.105417755,0.079394501,0.075485262,0.061087492,0.030550775,0.029552239,0.021536253,0.015759312,0.007800312,0.007972665,0.003726708,0.005959202,0.077370005
212,Lincoln's Sparrow,Melospiza lincolnii,Sparrows/Towhees,1,0,0,1,0,0,0,1,0,0,0,0.00029577,0.001006796,0.001076716,0.00063386,0,0,0,0,0,0,0,0,0,0.000336544,0.00061445,0.000571537,0.003685092,0.002278943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620347,0.003556609,0.007358538,0.02154047,0.034599938,0.017972682,0.027746699,0.017641997,0.006567164,0.002512563,0.00286533,0.001950078,0,0.000414079,0.001375201,0.003275446
213,Little Blue Heron,Egretta caerulea,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0.000745712,0.000887311,0.001510194,0.001615074,0.00064433,0.000329272,0.000695134,0,0,0,0.001727116,0.007055075,0.017443523,0.020294118,0.029571351,0.034764398,0.027433797,0.039698492,0.036007293,0.034348523,0.034857143,0.034117647,0.036442248,0.043836806,0.045964126,0.059657413,0.086050241,0.099708879,0.118878005,0.106079665,0.101611773,0.086134454,0.082792208,0.10235732,0.11025489,0.093377315,0.074086162,0.047883843,0.026599569,0.015215932,0.008605852,0.006268657,0.003230438,0.001092693,0.000919072,0.003986333,0.002070393,0.001833601,0.035180904
214,Little Egret,Egretta garzetta,Herons/Egrets,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915961,0,0.001176471,0.000617665,0,0,0,0,0,0,0,0,0.000375394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4281E-05
215,Little Gull,Hydrocoloeus minutus,Gulls/Terns,3,0,0,0,0,0,1,0,0,0,0,0,0.000251699,0,0,0,0.000775494,0,0.000650271,0.003835091,0.004317789,0.007282658,0.004647269,0.002352941,0,0.00104712,0.00076205,0,0,0.00045798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001240695,0,0.000253743,0,0,0,0.000498098,0.000860585,0.000298507,0.001076813,0.001146132,0.000390016,0.001630979,0.001656315,0.0004584,0.000747722
216,Loggerhead Shrike,Lanius ludovicianus,Shrikes,1,0,0,1,0,0,1,0,0,0,0.003728561,0.000591541,0.001510194,0,0,0,0,0,0.00031837,0,0,0,0.000330283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838235,0.002272727,0,0,0,0.002937337,0,0.000718907,0.000671291,0.002151463,0,0.000358938,0,0,0.001138952,0.001656315,0.002750401,0.000478615
217,Long-billed Curlew,Numenius americanus,Sandpiper/Allies,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534474,0,0,0,0,0,0,0,0,0.000786349,0,0,0,0,0,0,0,0,0,0,0,0,2.75171E-05
218,Long-billed Dowitcher,Limnodromus scolopaceus,Sandpiper/Allies,1,0,1,0,0,0,0,1,0,0,0.003728561,0.003845016,0.002768689,0.000807537,0.00064433,0.000658545,0.001357115,0.000619387,0.00031837,0.000658038,0.003742084,0.003413746,0.001143838,0.000882353,0.000542594,0.000837696,0.001333587,0.001172529,0.002278943,0.00068697,0,0,0,0,0.000560538,0.002953337,0.014965259,0.020742358,0.020926091,0.023899371,0.018570427,0.013655462,0.01461039,0.010545906,0.01007706,0.010403451,0.00856658,0.009885697,0.00790798,0.019019915,0.012478485,0.015223881,0.015075377,0.006590258,0.001170047,0.001138952,0.002484472,0.002292001,0.00614965
219,Long-eared Owl,Asio otus,Owls,2,0,0,0,0,0,1,0,0,0,0.001118568,0.00029577,0.000251699,0.001324092,0,0.000658545,0.000581621,0.00092908,0,0,0,0,0,0.000294118,0,0,0.000190512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253743,0,0,0.000359454,0.002461401,0.005163511,0.002089552,0.005384063,0.001432665,0.001950078,0.001708428,0.002898551,0.002062801,0.000654339
220,Long-tailed Duck,Clangula hyemalis,Seaduck,1,0,0,0,1,0,0,1,0,1,0.097129008,0.10411121,0.105713567,0.093674293,0.113402062,0.101745143,0.07173323,0.093217714,0.078955747,0.085969958,0.078871618,0.046199363,0.034601087,0.017058824,0.008410201,0.003141361,0.002667175,0.004355109,0,0.00068697,0,0.001764706,0.000617665,0.002604167,0.001121076,0.000590667,0.000534474,0.000727802,0.000445236,0.000419287,0,0,0,0,0,0,0.000326371,0.000926784,0.000359454,0.00604162,0.020654045,0.030149254,0.04379038,0.063323782,0.072152886,0.105922551,0.098136646,0.093284437,0.035115353
221,Long-tailed Jaeger,Stercorarius longicaudus,Skuas/Jaegers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0.003413866,0.006493506,0.005583127,0.000296384,0.000253743,0,0,0,0,0,0,0.000358938,0,0,0,0,0,0.000346428
222,Louisiana Waterthrush,Parkesia motacilla,Warblers,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.004605642,0.012972235,0.02830998,0.062058824,0.053716766,0.065968586,0.06229758,0.042546064,0.038286235,0.027707809,0.029142857,0.022352941,0.019765287,0.009982639,0.005605381,0.011813349,0.006948156,0.010917031,0.012466607,0.011320755,0.009110021,0.005252101,0.000974026,0.000310174,0.000691316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011565049
223,Magnificent Frigatebird,Fregata magnificens,Frigatebirds,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022899,0,0.000674118,0,0,0,0,0,0,0,0,0,0,0.001948052,0.003411911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130481
224,Magnolia Warbler,Setophaga magnolia,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294118,0,0.001465969,0.024766622,0.079061977,0.11668186,0.026333868,0,0,0,0,0,0,0,0,0,0.000838574,0.006306938,0.073792017,0.122077922,0.202543424,0.200059277,0.198173053,0.167428198,0.080939141,0.013659238,0.00425151,0,0.000597015,0.001076813,0,0,0.000569476,0,0,0.027519104
225,Mallard,Anas platyrhynchos,Ducks,1,0,0,0,1,1,0,0,1,1,0.281319911,0.30700976,0.307072741,0.2756393,0.266108247,0.250905499,0.243699108,0.300402601,0.319325056,0.327261106,0.310592976,0.318161129,0.333428653,0.290294118,0.296256104,0.280209424,0.256239284,0.264991625,0.296490428,0.292649416,0.272,0.252352941,0.23285979,0.243923611,0.247197309,0.261075015,0.230892571,0.248544396,0.252003562,0.220964361,0.232305536,0.225840336,0.250974026,0.255583127,0.268227623,0.264907384,0.277088773,0.298424467,0.300503235,0.334079212,0.312392427,0.287164179,0.322684853,0.356446991,0.330733229,0.348519362,0.304761905,0.312399725,0.282560551
226,Manx Shearwater,Puffinus puffinus,Shearwaters/Petrels,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002302821,0,0,0,0,0,0,0,0,0,0,0,0.00123533,0.000868056,0,0,0,0.000363901,0,0.000419287,0.001051156,0.000787815,0,0.000310174,0,0,0,0,0,0.000447527,0.000430293,0.000298507,0.012562814,0.000573066,0,0,0,0,0.000451057
227,Marbled Godwit,Limosa fedoa,Sandpiper/Allies,1,0,1,0,0,0,0,1,0,0,0.002796421,0.000591541,0.000503398,0.000944145,0.000966495,0.000329272,0.000193874,0.001238774,0,0,0,0,0.000571919,0.000294118,0.001085187,0.00104712,0.000952562,0.001172529,0.000981996,0.000456835,0,0,0,0.000434028,0.001121076,0.006497342,0.003741315,0.003275109,0.016028495,0.01509434,0.019971969,0.022846639,0.020779221,0.016129032,0.013930053,0.014717077,0.018929504,0.015137473,0.01581596,0.011188185,0.00989673,0.014925373,0.015075377,0.010601719,0.007800312,0.006833713,0.002898551,0.001833601,0.006242258
228,Marsh Wren,Cistothorus palustris,Wrens,1,0,0,1,0,0,0,1,1,0,0.008948546,0.013013901,0.010571357,0.009421265,0.005476804,0.004609812,0.003683598,0.002787241,0.00254696,0.002237136,0.004605642,0.005006827,0.013154132,0.017647059,0.023331525,0.041256545,0.078110116,0.081574539,0.116226071,0.139226013,0.101142857,0.102352941,0.095120445,0.097222222,0.075672646,0.106320142,0.138428648,0.125545852,0.082813891,0.059119497,0.035388928,0.029936975,0.023701299,0.019230769,0.022228809,0.02156813,0.015992167,0.023787458,0.020129403,0.012530768,0.018502582,0.020895522,0.021177315,0.011461318,0.008970359,0.013667426,0.012836439,0.010543204,0.039785898
229,Merlin,Falco columbarius,Falcons,1,0,0,0,0,0,0,1,0,1,0.022930649,0.016267377,0.019129122,0.01615074,0.020296392,0.014487982,0.009112059,0.013936203,0.013371538,0.012783637,0.011514105,0.012744652,0.021732914,0.021470588,0.022788931,0.030994764,0.018860735,0.016917923,0.010938924,0.002289902,0,0,0,0,0.001681614,0,0,0.000727802,0.000890472,0.003354298,0.004905396,0.015231092,0.078246753,0.187965261,0.197688204,0.238771885,0.257832898,0.220883534,0.186196981,0.163123741,0.101979346,0.059701493,0.056353195,0.041833811,0.024570983,0.031321185,0.022360248,0.020169608,0.046760603
230,Mississippi Kite,Ictinia mississippiensis,Raptors,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294118,0,0.000538325,0.002095637,0.013232831,0.020738377,0.024271811,0.010857143,0.016288235,0.011760964,0.003038194,0.005044843,0.004239516,0,0,0,0,0.001051156,0,0.000974026,0,0.000296384,0.003044912,0.002610966,0,0,0,0,0,0,0,0,0,0,0,0.002507863
231,Mourning Dove,Zenaida macroura,Pigeons/Doves,1,0,0,0,0,1,0,0,1,1,0.233967189,0.217391304,0.19280141,0.229340511,0.237113402,0.26967402,0.328227995,0.234437906,0.275390003,0.272930649,0.267702936,0.297906236,0.344009151,0.360294118,0.348887683,0.350157068,0.356258335,0.334673367,0.392206016,0.365010305,0.442285714,0.4,0.436689314,0.456163194,0.479820628,0.466036621,0.45697488,0.441048035,0.467052538,0.437735849,0.474421864,0.463497899,0.503246753,0.458126551,0.44161233,0.412839381,0.403720627,0.384924313,0.355859094,0.331394048,0.308519793,0.24238806,0.270638909,0.259885387,0.257410296,0.267084282,0.25300207,0.240889296,0.348367653
232,Mourning Warbler,Geothlypis philadelphia,Warblers,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001675042,0.00319052,0.002747882,0,0.00042,0,0,0,0,0,0,0.000445236,0.003773585,0.005956552,0.002888655,0.002272727,0.007133995,0.003556609,0.004821111,0.000652742,0.000926784,0.001078361,0,0,0,0,0,0,0,0,0,0.000865413
233,Mute Swan,Cygnus olor,Geese,1,0,0,0,1,1,0,0,1,1,0.085943326,0.064773736,0.071734206,0.064602961,0.067654639,0.052683569,0.040325708,0.059770827,0.080229226,0.094918504,0.086355786,0.101274465,0.096940234,0.088235294,0.098752035,0.088376963,0.092779577,0.095644891,0.128760255,0.095030914,0.108,0.09,0.097591106,0.094618056,0.125,0.126402835,0.120256547,0.105895197,0.108637578,0.085115304,0.103013315,0.09164916,0.142857143,0.166563275,0.172791938,0.178888607,0.183746736,0.185047884,0.168943206,0.17811591,0.133390706,0.091641791,0.097631012,0.118338109,0.092433697,0.080296128,0.075362319,0.072885629,0.105206256
234,Nashville Warbler,Oreothlypis ruficapilla,Warblers,1,0,0,1,0,0,0,1,0,0,0.005406413,0.002957705,0.001258495,0.001884253,0,0.000658545,0.000775494,0.00092908,0.00063674,0.000319591,0,0,0,0,0.00081389,0.003141361,0.016765098,0.013400335,0.004329991,0.00022899,0,0,0,0,0,0,0,0,0.000445236,0.001257862,0.002803083,0.012079832,0.022077922,0.037531017,0.037937167,0.047957371,0.053524804,0.048192771,0.021207764,0.011188185,0.001290878,0.002089552,0.001794688,0.000859599,0.002340094,0,0.001656315,0.001833601,0.007532786
235,Nelson's Sparrow,Ammodramus nelsoni,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0.001677852,0.001478852,0.001510194,0.001345895,0.008054124,0.000987817,0.000581621,0.000309693,0,0.000639182,0.001439263,0.000682749,0.000525879,0,0.000542594,0.00104712,0.00148314,0.001172529,0.000455789,0.001373941,0,0.000588235,0,0,0,0,0,0,0,0,0,0,0,0.000310174,0.000296384,0.001014971,0.002937337,0.008341057,0.012940331,0.007384202,0.004733219,0.008358209,0.006101938,0.002005731,0.001560062,0.002277904,0.003312629,0.002750401,0.001879605
236,Northern Bobwhite,Colinus virginianus,Quail,1,0,0,0,0,0,0,1,1,0,0.001304996,0.001478852,0.002013592,0.003499327,0.00128866,0.001317089,0.00271423,0.001078972,0.00191022,0.001278364,0.004317789,0.002275831,0.001143838,0.004117647,0.005154639,0.00921466,0.012954849,0.015577889,0.017775752,0.032974582,0.035428571,0.048823529,0.045707227,0.052083333,0.040358744,0.047253396,0.045320684,0.047671033,0.029385574,0.033962264,0.024877365,0.012605042,0.006493506,0.003101737,0.005334914,0.004567369,0.006527415,0.001235712,0.004313444,0.003132692,0.003872633,0.005373134,0.004666188,0.002578797,0.001560062,0.00284738,0.002484472,0.001604401,0.01347005
237,Northern Cardinal,Cardinalis cardinalis,Tang/Gros/Bunt,1,0,0,1,0,1,0,0,1,1,0.337621178,0.295770482,0.284419834,0.330551817,0.316043814,0.346065196,0.421093447,0.291421493,0.338745622,0.353787152,0.352907311,0.378470642,0.447240492,0.497352941,0.490775909,0.503036649,0.496475519,0.434505863,0.44165907,0.413327227,0.502285714,0.462352941,0.489808524,0.4609375,0.471973094,0.466036621,0.432389097,0.419213974,0.38601959,0.379454927,0.38051857,0.396796218,0.442857143,0.434243176,0.432128038,0.440497336,0.461488251,0.447327773,0.423436377,0.379055717,0.391135972,0.335522388,0.345297918,0.348997135,0.336973479,0.383826879,0.414492754,0.338757736,0.403647844
238,Northern Flicker,Colaptes auratus,Woodpeckers,1,0,0,0,0,1,0,0,1,1,0.149515287,0.126293996,0.119305311,0.131897712,0.117268041,0.095818242,0.106630477,0.095695262,0.123845909,0.122083733,0.140472078,0.149749659,0.223620246,0.235294118,0.172273467,0.14052356,0.124404649,0.104187605,0.106654512,0.108083352,0.124,0.102352941,0.104385423,0.095052083,0.098654709,0.124040165,0.105825762,0.084425036,0.085485307,0.08721174,0.073931324,0.106355042,0.132792208,0.185794045,0.330764671,0.416645521,0.467689295,0.422922459,0.392163911,0.363616021,0.287005164,0.285373134,0.265972721,0.230945559,0.190327613,0.211275626,0.233954451,0.185881274,0.176842925
239,Northern Fulmar,Fulmarus glacialis,Shearwaters/Petrels,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.006765464,0.002963451,0,0.002167854,0.00095511,0,0.001727116,0.000227583,0,0,0,0,0.000571537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498098,0,0.000298507,0.007896626,0.001432665,0,0,0,0,0.000531334
240,Northern Gannet,Morus bassanus,Sulidae,1,1,0,0,0,0,0,1,1,1,0.050708427,0.02484472,0.034734458,0.012651413,0.046391753,0.024695423,0.021907716,0.04459585,0.046163642,0.056887184,0.086931491,0.099681384,0.105519016,0.094411765,0.079761259,0.048376963,0.047247095,0.038693467,0.027803099,0.016487291,0.014857143,0.018235294,0.026559605,0.009114583,0.004484305,0.004134672,0.003741315,0.003275109,0.003500668,0.003354298,0.005606167,0.005514706,0.007467532,0.005272953,0.007113219,0.026389241,0.035900783,0.057151684,0.085909418,0.150145446,0.149311532,0.113134328,0.143575018,0.12234957,0.095163807,0.079157175,0.0563147,0.051799221,0.047854727
241,Northern Goshawk,Accipiter gentilis,Raptors,1,0,0,0,0,0,1,0,0,0,0.002050708,0.001774623,0.001258495,0.001345895,0.00193299,0.001317089,0.000581621,0.001548467,0.00063674,0.000639182,0,0,0.000285959,0.000294118,0.000271297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253743,0.000979112,0.001853568,0.00395399,0.00604162,0.018932874,0.010447761,0.010050251,0.006590258,0.00624025,0.009111617,0.001656315,0.001375201,0.001904661
242,Northern Harrier,Circus cyaneus,Raptors,1,0,0,0,0,0,0,1,0,1,0.119313945,0.118899734,0.144223509,0.134589502,0.127255155,0.112940402,0.092089957,0.10467637,0.11716014,0.102908277,0.101036269,0.106508876,0.126394052,0.097647059,0.060227889,0.046701571,0.034863784,0.030485762,0.022789426,0.016945271,0.005714286,0.012941176,0.012353305,0.007378472,0.005605381,0.008269344,0.008017103,0.017103348,0.010685663,0.015932914,0.024877365,0.035976891,0.081818182,0.095223325,0.117664493,0.1426034,0.204634465,0.219029966,0.245866283,0.281942269,0.239672978,0.184477612,0.200646088,0.191404011,0.158346334,0.169134396,0.150310559,0.134311254,0.099991621
243,Northern Lapwing,Vanellus vanellus,Plovers/Lapwings,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.003221649,0,0,0,0,0,0,0.000227583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1859E-05
244,Northern Mockingbird,Mimus polyglottos,Mimids,1,0,0,1,0,1,0,0,1,1,0.258948546,0.220349009,0.20966524,0.218304172,0.224226804,0.20118538,0.198720434,0.179931867,0.218401783,0.225631192,0.202648244,0.215748748,0.271661424,0.278529412,0.27373847,0.264921466,0.274909507,0.276214405,0.307657247,0.318754294,0.348571429,0.354117647,0.394688079,0.419270833,0.38396861,0.404016539,0.373062533,0.367176128,0.345503117,0.316561845,0.330413455,0.290178571,0.300649351,0.29528536,0.342323651,0.360314641,0.417101828,0.409020698,0.398274623,0.370105169,0.32788296,0.307761194,0.314429289,0.320916905,0.296801872,0.297266515,0.31884058,0.264955306,0.302283466
245,Northern Parula,Setophaga americana,Warblers,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000227583,0.001715756,0.019705882,0.052360282,0.092356021,0.182510954,0.179899497,0.114630811,0.034806503,0.032,0.02,0.022235948,0.016059028,0.009529148,0.012404017,0.004275788,0.002547307,0.005342832,0.006708595,0.007708479,0.043067227,0.099350649,0.17617866,0.216064019,0.220248668,0.225848564,0.137164041,0.035945363,0.014544641,0.000860585,0.000597015,0.000717875,0.000573066,0.000390016,0,0,0,0.041428642
246,Northern Pintail,Anas acuta,Ducks,1,0,0,0,1,0,0,1,0,1,0.079045488,0.082815735,0.089856532,0.054912517,0.054123711,0.067500823,0.087630865,0.112418705,0.111429481,0.104506232,0.082613702,0.0712335,0.039462396,0.020882353,0.008410201,0.003141361,0.00228615,0.001005025,0.001367366,0.00022899,0.000571429,0.001176471,0,0.000868056,0,0,0,0,0.001780944,0.003354298,0.005956552,0.007090336,0.012987013,0.031327543,0.061351512,0.081958894,0.120104439,0.142106889,0.167145938,0.181024838,0.15404475,0.128955224,0.13747308,0.127793696,0.118564743,0.114464692,0.096480331,0.080449232,0.059414626
247,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Swallows,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.000319591,0.002014968,0.009558489,0.039462396,0.065294118,0.083830711,0.096125654,0.087254715,0.086097152,0.090701914,0.05907946,0.067428571,0.083529412,0.079061149,0.072916667,0.076793722,0.095688128,0.088722608,0.087700146,0.0730187,0.053668763,0.059915907,0.045693277,0.031493506,0.02016129,0.01659751,0.018269475,0.028067885,0.045412419,0.028037383,0.026627881,0.009466437,0.004179104,0.006819813,0.001146132,0,0,0,0,0.03625323
248,Northern Saw-whet Owl,Aegolius acadicus,Owls,2,0,0,0,0,0,1,0,0,0,0.004101417,0.002111801,0.00478228,0.000807537,0.00064433,0.001646362,0.000387747,0.005884175,0.00160538,0.002255992,0.00115141,0.000682749,0,0,0.000271297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000926784,0.000359454,0.002237637,0.008605852,0.003880597,0.004666188,0.00286533,0.001170047,0.002277904,0.003726708,0.003208801,0.00125537
