id,species,scientific,group,raritycode,pelagic,shorebird,passerine,waterfowl,perennial,vagrant,migrant,breeder,winter,X1.1,X1.2,X1.3,X1.4,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,X4.1,X4.2,X4.3,X4.4,X5.1,X5.2,X5.3,X5.4,X6.1,X6.2,X6.3,X6.4,X7.1,X7.2,X7.3,X7.4,X8.1,X8.2,X8.3,X8.4,X9.1,X9.2,X9.3,X9.4,X10.1,X10.2,X10.3,X10.4,X11.1,X11.2,X11.3,X11.4,X12.1,X12.2,X12.3,X12.4,presence
151,Fox Sparrow,Passerella iliaca,Sparrows/Towhees,1,0,0,1,0,0,0,1,0,1,0.068978374,0.050576752,0.03901334,0.063257066,0.045747423,0.049720119,0.032958511,0.040879529,0.063355619,0.043144775,0.032815199,0.028447883,0.01429797,0.003529412,0.001627781,0.00104712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002471424,0.00395399,0.006489147,0.026678141,0.032238806,0.066044508,0.091690544,0.081123245,0.087699317,0.093167702,0.054549622,0.023447986
152,Franklin's Gull,Leucophaeus pipixcan,Gulls/Terns,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262605,0.000324675,0,0,0,0,0,0,0,0.002581756,0.000298507,0.005743001,0.005157593,0,0.001138952,0.002484472,0.0006876,0.000389149
153,Gadwall,Anas strepera,Ducks,1,0,0,0,1,1,0,0,1,1,0.115398956,0.099970423,0.105461868,0.08102288,0.089884021,0.08133026,0.071539356,0.110870238,0.124164279,0.126558006,0.118883132,0.116522531,0.097226194,0.078823529,0.065653825,0.054450262,0.04229377,0.050083752,0.056517776,0.043966109,0.046285714,0.05,0.05558987,0.04296875,0.067264574,0.06261075,0.037413148,0.033114993,0.037845058,0.026415094,0.036440084,0.038340336,0.055844156,0.045905707,0.052756372,0.066734331,0.09497389,0.100092678,0.141265277,0.164690087,0.160499139,0.130149254,0.161162958,0.156446991,0.140795632,0.138382688,0.119254658,0.112308045,0.085545238
154,Glaucous Gull,Larus hyperboreus,Gulls/Terns,1,0,0,0,0,0,1,0,0,0,0.002423565,0.001183082,0.004530581,0.002422611,0.007409794,0.002304906,0.000969368,0.001548467,0,0.001278364,0,0.001137915,0,0.003595882,0.002170374,0.005235602,0.000952562,0.001842546,0.001537375,0.005495764,0.000571429,0.002184706,0.001260655,0.000404948,0.000560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358938,0.001432665,0.000390016,0.000569476,0.003312629,0.001604401,0.001222691
155,Glossy Ibis,Plegadis falcinellus,Ibises,1,0,0,0,0,0,0,1,1,0,0.000186428,0.00029577,0.000251699,0.001615074,0.00257732,0.000987817,0.000969368,0.001238774,0.00063674,0.002237136,0.004893495,0.015930815,0.050900772,0.062647059,0.095496473,0.104921466,0.098685464,0.127135678,0.137192343,0.141286925,0.169142857,0.131764706,0.142680667,0.148871528,0.176569507,0.212640284,0.224478888,0.208515284,0.181211042,0.137526205,0.139453399,0.104516807,0.101948052,0.074751861,0.056016598,0.025628013,0.023498695,0.013901761,0.009705248,0.007160439,0.004733219,0.003283582,0.004307251,0.002292264,0.001170047,0.000569476,0.002484472,0.001146,0.065834474
156,Golden-crowned Kinglet,Regulus satrapa,Kinglets,1,0,0,1,0,0,0,1,0,1,0.069164802,0.044661343,0.046060911,0.044145357,0.031572165,0.028646691,0.017642497,0.020749458,0.020057307,0.025886865,0.035405872,0.046199363,0.076637118,0.045294118,0.013022246,0.003350785,0.000190512,0.000502513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695565,0.000889152,0.016747019,0.152415144,0.293172691,0.255571531,0.286193779,0.224612737,0.15761194,0.111988514,0.091977077,0.089313573,0.080296128,0.104347826,0.07426083,0.052276738
157,Golden-crowned Sparrow,Zonotrichia atricapilla,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0.002796421,0.001774623,0.001006796,0.001345895,0.000322165,0.000987817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003726708,0.008480403,0.000425851
158,Golden-winged Warbler,Vermivora chrysoptera,Warblers,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000381025,0.001352429,0.000227894,0,0,0,0,0,0,0,0,0,0.000890472,0.002515723,0.005606167,0.00157563,0.004220779,0.005272953,0.003556609,0.000507485,0.000326371,0.000617856,0,0,0,0,0,0,0,0,0,0,0.000563571
159,Golden Eagle,Aquila chrysaetos,Raptors,1,0,0,0,0,0,0,1,0,0,0.001118568,0.003253475,0.007504405,0.006729475,0.003221649,0.006256174,0.010663048,0.005574481,0.003820439,0.004154682,0.002894646,0.000682749,0.000285959,0.000882353,0.000879137,0.000209424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310174,0,0.000507485,0.000962141,0.009576769,0.012580877,0.026180354,0.04475043,0.016716418,0.014716439,0.010601719,0.002340094,0.003416856,0.002070393,0.002979601,0.004288342
160,Grasshopper Sparrow,Ammodramus savannarum,Sparrows/Towhees,1,0,0,1,0,0,0,1,1,0,0.000186428,0,0.000755097,0,0.00064433,0,0.000307387,0,0.00099029,0,0,0,0,0.000882353,0.008138904,0.015078534,0.029719947,0.030318258,0.025752051,0.046485001,0.055428571,0.078235294,0.06732551,0.077690972,0.05044843,0.058476078,0.047568145,0.052401747,0.047640249,0.042767296,0.019971969,0.008928571,0.002922078,0.001861042,0.000592768,0.001776199,0.007180157,0.002162496,0.002156722,0.006489147,0.001290878,0.001492537,0.004307251,0.000573066,0,0,0,0.0006876,0.016659028
161,Gray-cheeked Thrush,Catharus minimus,Thrushes,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072109,0.004522613,0.008887876,0.004350813,0.000571429,0,0,0,0,0,0,0,0,0,0,0,0.001298701,0.005272953,0.015411974,0.020045674,0.025130548,0.017917825,0.005751258,0.002685164,0,0,0,0,0,0,0,0,0.002345165
162,Gray Catbird,Dumetella carolinensis,Mimids,1,0,0,1,0,1,0,0,1,1,0.043810589,0.029872819,0.03649635,0.03526245,0.031572165,0.021073428,0.018224118,0.022297925,0.025469596,0.022051774,0.01871042,0.018206645,0.018015442,0.023529412,0.043950081,0.150994764,0.365974471,0.357118928,0.365542388,0.29860316,0.341142857,0.299411765,0.308832613,0.297743056,0.292040359,0.317188423,0.299305184,0.275836972,0.273374889,0.271698113,0.292221444,0.300682773,0.318506494,0.379962779,0.43301719,0.45496067,0.436031332,0.396972505,0.268511862,0.189527859,0.103270224,0.093134328,0.07896626,0.070773639,0.056942278,0.062072893,0.053416149,0.041714417,0.186542422
163,Gray Kingbird,Tyrannus dominicensis,Tyrants,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053139,0,0,0,0,0,0,0,0,0,0,0,0.000326371,0,0,0,0.001290878,0,0,0,0,0,0,0,4.47633E-05
164,Great Black-backed Gull,Larus marinus,Gulls/Terns,1,0,0,0,0,1,0,0,1,1,0.23098434,0.219757468,0.225522275,0.203499327,0.219072165,0.229502799,0.14618069,0.217404769,0.213626234,0.224033237,0.215025907,0.194128357,0.180154418,0.155882353,0.158979924,0.148062827,0.144789484,0.171356784,0.222196901,0.215708725,0.188,0.174705882,0.199505868,0.193142361,0.237107623,0.254577673,0.279529663,0.279475983,0.273820125,0.260377358,0.285564121,0.264705882,0.292857143,0.299317618,0.281861292,0.317939609,0.319516971,0.304294099,0.32674335,0.338330723,0.305938038,0.266865672,0.305455851,0.313180516,0.25975039,0.261389522,0.229813665,0.230804492,0.239175843
165,Great Blue Heron,Ardea herodias,Herons/Egrets,1,0,0,0,0,1,0,0,1,1,0.218307233,0.210292813,0.219984898,0.181426649,0.177190722,0.17978268,0.164986429,0.197584391,0.203120025,0.222754874,0.233736327,0.251934456,0.284529597,0.256176471,0.234943028,0.220314136,0.196418365,0.188274707,0.218550593,0.259903824,0.248,0.258823529,0.238418777,0.266059028,0.25,0.303603071,0.367717798,0.371179039,0.347284061,0.328301887,0.333566924,0.295430672,0.294480519,0.287220844,0.326615293,0.329611774,0.351501305,0.370713624,0.338245866,0.330722757,0.296471601,0.286865672,0.316223977,0.313467049,0.261310452,0.290432802,0.2563147,0.231492093,0.266880986
166,Great Cormorant,Phalacrocorax carbo,Cormorants,1,0,0,0,0,0,0,1,0,1,0.025354213,0.022478557,0.02189781,0.023956931,0.028028351,0.026671057,0.016091508,0.021368845,0.022922636,0.025567274,0.026482441,0.022758307,0.017443523,0.009705882,0.002712968,0.002931937,0.002857687,0.003015075,0.002051048,0.00022899,0,0.001764706,0.000617665,0.000868056,0.001121076,0.001772002,0.000534474,0.002183406,0.000890472,0.00293501,0.001051156,0.000262605,0.001948052,0.001861042,0.004742146,0.007612281,0.011096606,0.020389249,0.029115744,0.02416648,0.021944923,0.02358209,0.030509691,0.027793696,0.016770671,0.035307517,0.022360248,0.018565207,0.013256069
167,Great Crested Flycatcher,Myiarchus crinitus,Tyrants,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588235,0.014650027,0.135078534,0.303105353,0.3,0.307885141,0.270437371,0.294857143,0.242941176,0.217418159,0.184461806,0.159192825,0.160661548,0.117049706,0.115356623,0.103294746,0.109853249,0.132796076,0.150735294,0.16038961,0.120967742,0.066686426,0.015732048,0.001958225,0.00154464,0,0.000223764,0,0.000597015,0,0,0.000390016,0,0,0,0.076851094
168,Great Egret,Ardea alba,Herons/Egrets,1,0,0,0,0,1,0,0,1,1,0.037285608,0.025436261,0.021142713,0.018573351,0.015141753,0.006585446,0.004652966,0.01362651,0.014963387,0.027484819,0.059585492,0.124032772,0.199313697,0.199117647,0.232501356,0.235183246,0.223090112,0.245393635,0.301276208,0.273414243,0.266857143,0.248235294,0.272390364,0.275173611,0.283071749,0.31777909,0.355424906,0.377365357,0.386464826,0.33836478,0.33847232,0.305934874,0.299675325,0.311104218,0.331061055,0.335955341,0.320169713,0.306456596,0.27426312,0.21436563,0.137263339,0.112835821,0.090093324,0.084527221,0.057722309,0.04498861,0.034782609,0.02612881,0.188015179
169,Great Horned Owl,Bubo virginianus,Owls,1,0,0,0,0,0,0,1,1,1,0.039336316,0.028393966,0.030203876,0.0269179,0.025128866,0.016792888,0.017060876,0.020749458,0.017191977,0.022690956,0.021013241,0.013654984,0.022304833,0.016176471,0.017362995,0.019685864,0.021337398,0.019095477,0.01230629,0.012365468,0.010857143,0.012941176,0.01297097,0.012152778,0.007847534,0.010041347,0.008551577,0.013828239,0.009795191,0.016352201,0.013314646,0.016544118,0.016233766,0.015508685,0.0317131,0.018015732,0.021214099,0.03120173,0.01976995,0.021705079,0.025387263,0.025671642,0.029791816,0.016905444,0.022620905,0.043849658,0.065010352,0.036213614,0.020953747
170,Great Shearwater,Puffinus gravis,Shearwaters/Petrels,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455789,0,0,0.000674118,0.005558987,0.004340278,0.006165919,0.002953337,0.003206841,0.002547307,0.000445236,0.010901468,0.008759636,0.006302521,0.000324675,0.007133995,0.000296384,0.001776199,0.000326371,0.000308928,0,0.000223764,0.000430293,0.000298507,0.012921752,0.000859599,0,0,0,0,0.001608581
171,Greater Scaup,Aythya marila,Ducks,1,0,0,0,1,0,0,1,0,1,0.041014169,0.065661047,0.050591493,0.043876178,0.077319588,0.057293382,0.03722373,0.065035615,0.05889844,0.056248003,0.050662061,0.039371871,0.024306548,0.012941176,0.004612046,0.002722513,0.000952562,0.000670017,0,0.001831921,0.000571429,0.001176471,0.000617665,0.000434028,0,0,0,0.000727802,0.000445236,0.000419287,0,0.000262605,0.000324675,0.000620347,0,0.000253743,0.001958225,0.010503553,0.019410496,0.020138733,0.024096386,0.021791045,0.035534817,0.029799427,0.034321373,0.035876993,0.049689441,0.034838414,0.021146761
172,Greater White-fronted Goose,Anser albifrons,Geese,1,0,0,0,1,0,1,0,0,0,0.005219985,0.003845016,0.008557765,0.00542288,0.004083119,0.001428713,0.001550989,0.001238774,0.00127348,0.000958773,0,0.001137915,0.000857878,0.000294118,0.000336544,0.000628272,0.000381025,0.000502513,0.000397903,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000617856,0.003235083,0.002461401,0.000430293,0.001492537,0.000358938,0.005730659,0.008970359,0.000354499,0.002484472,0.003438001,0.001414974
173,Greater Yellowlegs,Tringa melanoleuca,Sandpiper/Allies,1,0,1,0,0,1,0,0,1,1,0.033370619,0.034900917,0.030455575,0.02422611,0.017719072,0.024366151,0.02210159,0.02911118,0.038522763,0.049217002,0.081174439,0.110377788,0.174149271,0.202352941,0.201844818,0.210680628,0.183844542,0.163484087,0.144712853,0.090909091,0.042285714,0.022941176,0.016059296,0.036892361,0.072309417,0.138806852,0.204703367,0.233624454,0.237310775,0.194968553,0.197266994,0.176207983,0.157467532,0.154466501,0.117664493,0.129916265,0.121409922,0.112758727,0.125449317,0.117252182,0.084337349,0.096119403,0.087221823,0.05730659,0.051872075,0.046127563,0.033954451,0.031629613,0.103455254
174,Green-winged Teal,Anas crecca,Ducks,1,0,0,0,1,0,0,1,0,1,0.059656972,0.048210589,0.055122074,0.042530283,0.043814433,0.051037208,0.080845289,0.144317126,0.173193251,0.175135826,0.182210708,0.195949021,0.206748642,0.173235294,0.135919696,0.103874346,0.046675557,0.022445561,0.002734731,0.004121823,0.001142857,0,0.000617665,0.003472222,0,0.00236267,0.001068947,0.004366812,0.008459484,0.016771488,0.021723896,0.047006303,0.079220779,0.099255583,0.122406639,0.126871352,0.148498695,0.167438987,0.1930266,0.211456702,0.181153184,0.154328358,0.178033022,0.146418338,0.118174727,0.108769932,0.087784679,0.065092826,0.088389608
175,Green Heron,Butorides virescens,Herons/Egrets,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001143838,0.017941176,0.02794357,0.05382199,0.072204229,0.080904523,0.096855059,0.102129608,0.117142857,0.117647059,0.127239036,0.126736111,0.147421525,0.168340224,0.190272582,0.180858806,0.168299199,0.145073375,0.141555711,0.125,0.136038961,0.09398263,0.07705987,0.058107079,0.036553525,0.02502317,0.010424155,0.004475274,0.002151463,0.003283582,0.000358938,0.000859599,0.000390016,0,0.000414079,0,0.055367767
176,Green Violetear,Colibri thalassinus,Hummingbirds,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003398208,0,0,0,0,0,0,0,0,0,0,7.0796E-05
177,Gull-billed Tern,Gelochelidon nilotica,Gulls/Terns,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294118,0.000271297,0.003141361,0.005524862,0.008020268,0.003874202,0.003433707,0.001714286,0.002352941,0.006794317,0.017332031,0.012795964,0.018310691,0.012827365,0.01783115,0.020480855,0.015932914,0.00840925,0.009716387,0.011038961,0.010545906,0.002963841,0.000507485,0.000652742,0.000308928,0,0,0,0,0,0,0,0,0,0,0.00406408
178,Hairy Woodpecker,Picoides villosus,Woodpeckers,1,0,0,0,0,1,0,0,1,1,0.047166294,0.042295179,0.034734458,0.041991925,0.038981959,0.040829766,0.049050019,0.034995355,0.041706463,0.044103547,0.043177893,0.048702777,0.050328853,0.058823529,0.055344547,0.057382199,0.055629644,0.050921273,0.05515041,0.043737119,0.057142857,0.050588235,0.043854231,0.043836806,0.043721973,0.038393385,0.029396045,0.03930131,0.027159394,0.04067086,0.038542397,0.050682773,0.06461039,0.068858561,0.079430943,0.07688404,0.078328982,0.077540933,0.060747664,0.053031998,0.061531842,0.053432836,0.06281407,0.055014327,0.055772231,0.066628702,0.074120083,0.057300023,0.051758148
179,Harlequin Duck,Histrionicus histrionicus,Ducks,1,0,0,0,1,0,1,0,0,0,0.007084265,0.006802721,0.013088346,0.01345895,0.006443299,0.009219625,0.009112059,0.008361722,0.006685769,0.002556727,0.002014968,0.002048248,0.004003432,0.000654706,0.001899078,0.000418848,0.0015241,0.000335008,0.000455789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431864,0.003618115,0.009552239,0.006460876,0.010028653,0.004290172,0.006833713,0.008695652,0.012376805,0.003321995
180,Harris's Sparrow,Zonotrichia querula,Sparrows/Towhees,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000926784,0.001797268,0.000671291,0.000860585,0.000298657,0,0,0,0,0,0,9.48872E-05
181,Henslow's Sparrow,Ammodramus henslowii,Sparrows/Towhees,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004475274,0,0,0,0,0,0,0,0,9.32349E-05
182,Hermit Thrush,Catharus guttatus,Thrushes,1,0,0,1,0,0,0,1,0,1,0.064131245,0.054717539,0.049081299,0.061641992,0.055090206,0.045439579,0.031601396,0.039021369,0.035020694,0.034835411,0.038860104,0.043923532,0.06148127,0.069411765,0.043950081,0.043350785,0.012954849,0.003015075,0.000911577,0.00022899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000713651,0.005221932,0.027803522,0.074406902,0.151711792,0.128657487,0.112835821,0.10373295,0.098853868,0.074102964,0.101366743,0.108074534,0.07540683,0.03857412
183,Herring Gull,Larus argentatus,Gulls/Terns,1,0,0,0,0,1,0,0,1,1,0.319537658,0.306122449,0.332242638,0.288829071,0.325708763,0.299967073,0.231097325,0.307215856,0.29512894,0.312559923,0.310305124,0.271961766,0.263082642,0.225294118,0.237655996,0.221361257,0.215088588,0.230150754,0.2698268,0.258987864,0.223428571,0.204705882,0.234712786,0.242621528,0.293161435,0.318369758,0.327632282,0.338427948,0.327693678,0.324947589,0.344779257,0.309086134,0.34512987,0.342121588,0.340248963,0.388480081,0.390665796,0.397899289,0.404385334,0.428507496,0.371342513,0.35641791,0.407753051,0.400286533,0.336973479,0.35022779,0.293995859,0.297960119,0.309668482
184,Hooded Merganser,Lophodytes cucullatus,Ducks,1,0,0,0,1,0,0,1,0,1,0.125838926,0.112392783,0.133652152,0.126514132,0.119845361,0.110635496,0.092477705,0.112728399,0.11938873,0.086928731,0.068221071,0.05712335,0.029453818,0.015588235,0.009495388,0.00565445,0.0015241,0.001507538,0.001081586,0.001225555,0,0.000588235,0.00123533,0.004774306,0.009529148,0.005906675,0.00908605,0.004366812,0.000445236,0.00293501,0.000700771,0.001313025,0.00487013,0.003101737,0.003260225,0.002029942,0.002610966,0.004324992,0.002875629,0.010516894,0.047762478,0.054925373,0.102656138,0.114899713,0.10725429,0.148063781,0.127122153,0.112766445,0.046274979
185,Hooded Warbler,Setophaga citrina,Warblers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882353,0.006511123,0.023664921,0.041722233,0.039028476,0.033272562,0.018319212,0.009142857,0.015882353,0.007411983,0.0078125,0.006165919,0.001772002,0.001068947,0.001091703,0,0.003773585,0.006306938,0.004989496,0.00487013,0.006513648,0.006520451,0.002835067,0.002610966,0.000308928,0,0,0,0,0,0,0,0,0,0,0.005259966
186,Horned Grebe,Podiceps auritus,Grebes,1,0,0,0,0,0,0,1,0,1,0.038777032,0.039633245,0.040271835,0.042799462,0.067654639,0.063878828,0.041876696,0.059770827,0.055078001,0.067114094,0.078583765,0.054847519,0.052616528,0.025294118,0.009766685,0.007329843,0.002857687,0.003015075,0.002734731,0.002976872,0,0,0.000617665,0.000434028,0,0,0.001603421,0.001455604,0,0,0,0,0,0.000489454,0,0.000253743,0.000979112,0.001853568,0.003594536,0.017901096,0.018072289,0.040597015,0.049533381,0.045558739,0.038611544,0.045558087,0.032712215,0.032546413,0.022692696
187,Horned Lark,Eremophila alpestris,Larks,1,0,0,1,0,1,0,0,1,1,0.029642058,0.035196687,0.033979361,0.085329744,0.06185567,0.057622654,0.049243893,0.056364199,0.05921681,0.047299457,0.037132988,0.034365043,0.035458965,0.034411765,0.030113945,0.027015707,0.025909697,0.032663317,0.028486782,0.037554385,0.033714286,0.036470588,0.035824583,0.03515625,0.021300448,0.021854696,0.014430786,0.01783115,0.034728406,0.050733753,0.050455501,0.06302521,0.051298701,0.029466501,0.017783047,0.010910936,0.007506527,0.010812481,0.016894321,0.023271425,0.034423408,0.048955224,0.039842067,0.042120344,0.034321373,0.04498861,0.038509317,0.040110016,0.036366731
188,House Finch,Haemorhous mexicanus,Finches,1,0,0,1,0,1,0,0,1,1,0.174683072,0.15350488,0.136924239,0.157738896,0.15818299,0.186697399,0.2276076,0.136884484,0.165234002,0.160115053,0.145365573,0.16021848,0.17443523,0.175882353,0.161964189,0.159581152,0.162697657,0.150921273,0.176618049,0.14861461,0.213142857,0.161176471,0.193946881,0.192274306,0.234304933,0.210277614,0.202565473,0.194687045,0.188334817,0.169392034,0.170988087,0.168067227,0.161688312,0.142059553,0.149673977,0.150976909,0.189947781,0.197405005,0.196621136,0.222644887,0.268502582,0.209253731,0.21931084,0.223209169,0.198517941,0.215261959,0.197515528,0.154480862,0.180627064
189,House Sparrow,Passer domesticus,Old_Sparrows,1,0,0,1,0,1,0,0,1,1,0.154362416,0.129251701,0.127611377,0.146702557,0.147551546,0.161343431,0.189220628,0.122328894,0.158229863,0.154042825,0.135578584,0.160446063,0.191878753,0.180882353,0.183125339,0.175287958,0.196989903,0.207705193,0.254785779,0.224868331,0.276571429,0.249411765,0.265596047,0.279513889,0.329035874,0.282339043,0.246392304,0.244177584,0.238201247,0.195387841,0.196566223,0.168329832,0.182142857,0.151674938,0.164493183,0.176858665,0.211814621,0.213160334,0.216031632,0.191765496,0.219449225,0.158208955,0.173366834,0.184527221,0.182917317,0.174829157,0.177639752,0.136144854,0.19351545
190,House Wren,Troglodytes aedon,Wrens,1,0,0,1,0,0,0,1,1,0,0.003542133,0.001774623,0.002013592,0.001884253,0.001610825,0.000658545,0.000775494,0.00092908,0.00063674,0.000319591,0.000575705,0.000682749,0.002287675,0.015588235,0.060499186,0.130680628,0.188035816,0.170686767,0.172288058,0.166246851,0.185714286,0.147647059,0.159975293,0.141059028,0.17264574,0.181925576,0.179048637,0.145924309,0.113535174,0.088888889,0.083041345,0.086922269,0.105844156,0.147022333,0.155305276,0.13321492,0.126631854,0.11862836,0.05248023,0.027075408,0.006884682,0.015522388,0.009332376,0.006017192,0.003120125,0.003986333,0.005797101,0.004354802,0.073526285
191,Hudsonian Godwit,Limosa haemastica,Sandpiper/Allies,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003206841,0.002183406,0.004897596,0.011320755,0.007708479,0.012079832,0.012662338,0.013647643,0.008298755,0.007866024,0.010443864,0.005560704,0.002875629,0.007607966,0.007745267,0.001791045,0.001867014,0,0,0,0,0,0.002536732
192,Iceland Gull,Larus glaucoides,Gulls/Terns,2,0,0,0,0,0,1,0,0,0,0.003542133,0.004436557,0.007550969,0.004845222,0.007409794,0.003951268,0.001744862,0.005884175,0.003183699,0.002553691,0.001439263,0.001593081,0.000285959,0.000588235,0,0.000418848,0.000190512,0.001655109,0.002051048,0.001683536,0,0,0,0,0.000560538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002237637,0.000430293,0.000895522,0.000790201,0.002578797,0.001950078,0.005125285,0.004140787,0.003208801,0.001602623
193,Indigo Bunting,Passerina cyanea,Tang/Gros/Bunt,1,0,0,1,0,0,0,1,1,0,0.000186428,0,0,0,0,0,0,0,0,0,0,0,0,0.000588235,0.004069452,0.035183246,0.154315108,0.248241206,0.291476755,0.308449737,0.329142857,0.347058824,0.345892526,0.342447917,0.311659193,0.332545777,0.328701229,0.318777293,0.303650935,0.273375262,0.213735109,0.15835084,0.139935065,0.131823821,0.134558388,0.154021822,0.173302872,0.12326228,0.049604601,0.014992168,0.005163511,0.001791045,0.002153625,0,0,0,0.000414079,0,0.116226483
194,Ivory Gull,Pagophila eburnea,Gulls/Terns,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014326648,0.012480499,0.001708428,0,0,0.000594074
195,Kentucky Warbler,Geothlypis formosa,Warblers,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001627781,0.009424084,0.028767384,0.029313233,0.027803099,0.024730937,0.024,0.025882353,0.025847746,0.015625,0.012892377,0.005316007,0.005304917,0.001819505,0.000445236,0.000838574,0.000700771,0.003653099,0.001298701,0.00248139,0.000296384,0.000416011,0,0,0,0,0,0,0,0,0,0,0,0,0.005176762
